,DAILY,PROPOSAL_ID,SUPPORT,NUMBER_OF_VOTE_TRANSACTIONS,NUMBER_OF_ADRESSES,NUMBER_OF_VOTES
84,2021-03-15T00:00:00Z,id41,For,16,16,227265.6581
85,2020-06-19T00:00:00Z,id9,For,29,29,472584.9121
86,2021-02-03T00:00:00Z,id36,For,14,16,186787.2781
87,2020-09-08T00:00:00Z,id22,For,5,5,15064.24547
88,2020-06-25T00:00:00Z,id10,For,4,4,345067.7885
89,2021-02-09T00:00:00Z,id37,For,6,6,225155.2825
90,2020-12-24T00:00:00Z,id33,For,4,4,11.233208
91,2020-12-13T00:00:00Z,id32,Against,15,15,542838.3985
92,2020-09-27T00:00:00Z,id24,For,18,18,205658.208
93,2020-10-01T00:00:00Z,id25,For,13,13,135086.3337
94,2021-01-09T00:00:00Z,id35,Against,2,2,120.457659
95,2020-06-12T00:00:00Z,id7,For,5,5,404725.02
96,2021-03-27T00:00:00Z,id42,For,4,5,56563.86819
97,2021-03-05T00:00:00Z,id39,Against,5,5,126412.2241
98,2020-07-23T00:00:00Z,id18,For,19,19,319323.0609
99,2020-07-09T00:00:00Z,id15,Against,4,4,6.07595
100,2020-04-28T00:00:00Z,id1,For,4,4,42524.6
101,2020-04-27T00:00:00Z,id1,For,11,11,313744.41
102,2020-04-29T00:00:00Z,id1,Against,1,1,25000.0
103,2020-07-25T00:00:00Z,id18,Against,1,1,0.078286
104,2020-06-21T00:00:00Z,id9,Against,2,2,0.004326
105,2020-06-13T00:00:00Z,id7,For,1,1,18080.73
106,2020-06-25T00:00:00Z,id10,Against,1,1,28000.0
107,2020-08-29T00:00:00Z,id21,Against,3,3,10005.63966
108,2021-01-10T00:00:00Z,id35,Against,1,1,158.221755
109,2020-07-22T00:00:00Z,id17,For,7,7,100099.8125
110,2020-12-08T00:00:00Z,id31,For,27,27,130279.7896
111,2020-06-11T00:00:00Z,id6,For,7,7,193520.83
112,2021-03-03T00:00:00Z,id39,For,12,12,126110.9381
113,2020-06-19T00:00:00Z,id9,Against,12,12,273530.1952
114,2020-08-15T00:00:00Z,id19,For,11,11,65021.24371
115,2020-08-17T00:00:00Z,id20,For,12,12,200046.4562
116,2020-08-13T00:00:00Z,id19,For,27,27,471332.4344
117,2020-12-10T00:00:00Z,id31,For,4,4,375782.2304
118,2020-06-11T00:00:00Z,id7,For,22,22,693505.06
119,2020-09-18T00:00:00Z,id23,For,19,19,238351.8876
120,2021-03-04T00:00:00Z,id39,Against,5,5,120126.2054
121,2020-04-29T00:00:00Z,id2,Against,1,1,25000.0
122,2021-02-10T00:00:00Z,id37,For,15,20,731423.8636
123,2020-08-28T00:00:00Z,id21,For,14,14,530122.2671
124,2020-12-22T00:00:00Z,id34,For,22,22,474476.4127
125,2020-07-01T00:00:00Z,id12,Against,8,8,132501.9059
126,2020-11-11T00:00:00Z,id29,For,12,12,96533.91477
127,2020-07-11T00:00:00Z,id16,For,14,14,150297.9156
128,2020-07-25T00:00:00Z,id18,For,17,17,436009.686
129,2020-06-20T00:00:00Z,id9,For,5,5,109.122676
130,2021-02-04T00:00:00Z,id36,Against,1,1,0.25
131,2020-08-26T00:00:00Z,id21,Against,5,5,15157.38578
132,2020-12-23T00:00:00Z,id33,Against,2,2,0.384678
133,2020-07-26T00:00:00Z,id18,For,5,5,28042.79663
134,2020-07-08T00:00:00Z,id15,Against,2,2,0.035462
135,2020-12-09T00:00:00Z,id31,Against,1,1,14.616937
136,2020-04-27T00:00:00Z,id2,Against,1,1,1.0
137,2020-12-22T00:00:00Z,id33,Against,2,2,0.00778
138,2020-12-12T00:00:00Z,id32,Against,8,8,100197.0673
139,2020-12-07T00:00:00Z,id30,For,19,19,521531.9442
140,2021-01-10T00:00:00Z,id35,For,16,17,250428.1812
141,2020-10-14T00:00:00Z,id27,For,24,24,207231.7936
142,2020-10-09T00:00:00Z,id26,For,27,27,235208.8068
143,2020-11-09T00:00:00Z,id29,For,8,8,124894.525
144,2020-07-05T00:00:00Z,id13,For,34,34,125332.2237
145,2020-04-29T00:00:00Z,id1,For,3,3,441712.27
146,2020-07-03T00:00:00Z,id12,Against,12,12,63302.08075
147,2020-09-29T00:00:00Z,id25,For,26,26,329763.4457
148,2020-12-06T00:00:00Z,id30,For,18,18,182371.5225
149,2020-11-02T00:00:00Z,id28,For,22,22,371196.6641
150,2020-07-20T00:00:00Z,id17,For,25,25,112488.8736
151,2020-10-10T00:00:00Z,id26,For,6,6,91560.45523
152,2020-07-04T00:00:00Z,id12,For,4,4,2.021083
153,2020-09-29T00:00:00Z,id24,For,7,7,134757.4423
154,2020-07-09T00:00:00Z,id16,For,28,28,230047.4166
155,2021-03-14T00:00:00Z,id41,For,9,9,0.299836
156,2021-02-02T00:00:00Z,id36,For,11,11,378992.5625
157,2020-09-16T00:00:00Z,id23,For,8,8,165360.8942
158,2020-06-02T00:00:00Z,id5,For,7,7,279336.51
159,2020-07-05T00:00:00Z,id14,Against,5,5,105016.32
160,2020-06-30T00:00:00Z,id11,For,13,13,100152.0066
161,2020-09-16T00:00:00Z,id23,Against,1,1,0.0
162,2020-07-08T00:00:00Z,id14,For,4,4,2.227638
163,2020-08-19T00:00:00Z,id20,For,5,5,30.218626
164,2020-09-19T00:00:00Z,id23,For,8,8,19036.2141
165,2020-06-20T00:00:00Z,id8,For,2,2,325748.1736
166,2020-06-19T00:00:00Z,id8,Against,1,1,0.0
167,2020-07-26T00:00:00Z,id18,Against,2,2,1.183503
168,2020-07-11T00:00:00Z,id15,For,1,1,0.139006
169,2020-04-27T00:00:00Z,id1,Against,3,3,40580.73
170,2021-03-10T00:00:00Z,id40,Against,1,1,0.194306
171,2020-08-29T00:00:00Z,id21,For,6,6,97.601712
172,2020-07-05T00:00:00Z,id14,For,18,18,102397.0512
173,2020-07-06T00:00:00Z,id14,For,52,52,200778.1365
174,2020-06-18T00:00:00Z,id8,For,51,51,652011.5603
175,2020-06-24T00:00:00Z,id10,Against,7,7,161108.6704
176,2021-02-11T00:00:00Z,id37,For,4,6,89795.89763
177,2020-08-26T00:00:00Z,id21,For,6,6,227728.639
178,2020-10-08T00:00:00Z,id26,For,4,5,119835.0388
179,2021-03-03T00:00:00Z,id39,Against,2,2,165147.9284
180,2020-06-23T00:00:00Z,id10,Against,7,7,17.516254
181,2020-09-28T00:00:00Z,id24,For,19,19,396521.4386
182,2020-06-18T00:00:00Z,id9,Against,5,5,38039.36673
183,2020-12-12T00:00:00Z,id32,For,7,7,50014.45504
184,2020-12-24T00:00:00Z,id34,Against,1,1,4.070527
185,2020-04-29T00:00:00Z,id2,For,6,6,443074.44
186,2020-09-17T00:00:00Z,id23,For,3,3,5001.065616
187,2020-06-22T00:00:00Z,id10,Against,1,1,50.93316
188,2020-04-28T00:00:00Z,id1,Against,2,2,20000.0
189,2021-02-03T00:00:00Z,id36,Against,2,2,12101.31647
190,2020-06-28T00:00:00Z,id11,Against,2,2,0.571027
191,2020-12-11T00:00:00Z,id32,Against,2,2,18254.53
192,2020-06-10T00:00:00Z,id6,For,1,1,100015.0
193,2020-07-10T00:00:00Z,id16,For,35,35,118607.6544
194,2021-02-13T00:00:00Z,id38,For,7,8,178049.2705
195,2020-07-09T00:00:00Z,id15,For,47,47,404492.7775
196,2020-06-18T00:00:00Z,id9,For,17,17,285957.1154
197,2020-06-28T00:00:00Z,id11,For,63,63,104986.9321
198,2020-06-19T00:00:00Z,id8,For,11,11,435256.9394
199,2020-08-27T00:00:00Z,id21,Against,9,9,120787.1089
200,2020-10-13T00:00:00Z,id27,For,22,22,195336.8737
201,2021-01-11T00:00:00Z,id35,For,9,9,233954.9459
202,2020-08-14T00:00:00Z,id19,For,15,15,165224.4244
203,2020-07-02T00:00:00Z,id12,For,25,25,35.972389
204,2020-07-05T00:00:00Z,id13,Against,6,6,105049.9734
205,2020-12-11T00:00:00Z,id32,For,4,4,127913.2745
206,2020-07-10T00:00:00Z,id15,Against,3,3,3.476578
207,2020-06-24T00:00:00Z,id10,For,22,22,485968.938
208,2020-12-06T00:00:00Z,id30,Against,4,4,135.596783
209,2021-03-12T00:00:00Z,id40,For,7,9,44120.72861
210,2020-06-09T00:00:00Z,id6,For,7,7,229743.88
211,2020-07-10T00:00:00Z,id16,Against,7,7,165016.5081
212,2021-02-11T00:00:00Z,id38,For,2,2,1.814888
213,2020-10-15T00:00:00Z,id27,For,5,5,0.705272
214,2020-09-09T00:00:00Z,id22,Against,3,3,15015.34161
215,2020-07-19T00:00:00Z,id17,Against,2,2,1.536199
216,2020-06-20T00:00:00Z,id9,Against,1,1,0.630398
