,DAILY,PROPOSAL_ID,SUPPORT,NUMBER_OF_VOTE_TRANSACTIONS,NUMBER_OF_ADRESSES,NUMBER_OF_VOTES
100,2023-05-02T00:00:00Z,id276,Against,2,2,3
101,2023-05-02T00:00:00Z,id276,For,1,1,2
102,2023-05-05T00:00:00Z,id274,For,3,3,4
103,2023-05-04T00:00:00Z,id274,Abstain,1,1,7
104,2023-05-04T00:00:00Z,id274,For,11,11,40
105,2023-05-01T00:00:00Z,id274,Against,2,2,8
106,2023-05-01T00:00:00Z,id274,For,8,8,60
107,2023-05-04T00:00:00Z,id274,Against,2,2,4
108,2023-05-03T00:00:00Z,id274,Against,6,6,44
109,2023-05-02T00:00:00Z,id274,Against,2,2,3
110,2023-05-03T00:00:00Z,id274,For,6,6,26
111,2023-05-02T00:00:00Z,id274,For,3,3,27
112,2023-04-30T00:00:00Z,id274,Against,4,4,59
113,2023-05-03T00:00:00Z,id273,For,1,1,2
114,2023-05-03T00:00:00Z,id273,Against,1,1,1
115,2023-05-01T00:00:00Z,id273,Against,10,10,102
116,2023-05-02T00:00:00Z,id273,For,2,2,4
117,2023-04-30T00:00:00Z,id273,Against,2,2,3
118,2023-05-02T00:00:00Z,id273,Against,3,3,27
119,2023-05-03T00:00:00Z,id272,For,7,7,28
120,2023-05-03T00:00:00Z,id272,Against,2,2,2
121,2023-05-02T00:00:00Z,id272,For,5,5,29
122,2023-05-01T00:00:00Z,id272,Against,4,4,28
123,2023-04-30T00:00:00Z,id272,For,4,4,25
124,2023-05-04T00:00:00Z,id272,For,6,6,9
125,2023-05-04T00:00:00Z,id272,Abstain,1,1,2
126,2023-05-02T00:00:00Z,id272,Abstain,1,1,2
127,2023-04-30T00:00:00Z,id272,Against,6,6,61
128,2023-05-04T00:00:00Z,id272,Against,1,1,2
129,2023-05-03T00:00:00Z,id272,Abstain,2,2,8
130,2023-05-01T00:00:00Z,id272,For,7,7,93
131,2023-04-29T00:00:00Z,id271,Against,1,1,25
132,2023-05-01T00:00:00Z,id271,Abstain,1,1,2
133,2023-05-03T00:00:00Z,id271,Against,5,5,23
134,2023-05-04T00:00:00Z,id271,Against,7,7,10
135,2023-04-29T00:00:00Z,id271,For,5,5,39
136,2023-05-02T00:00:00Z,id271,Against,5,5,14
137,2023-05-03T00:00:00Z,id271,For,5,5,5
138,2023-04-30T00:00:00Z,id271,For,6,6,82
139,2023-04-30T00:00:00Z,id271,Against,2,2,3
140,2023-05-02T00:00:00Z,id271,For,2,2,5
141,2023-05-01T00:00:00Z,id271,Against,9,9,98
142,2023-05-03T00:00:00Z,id271,Abstain,1,1,7
143,2023-05-04T00:00:00Z,id271,For,26,26,38
144,2023-05-01T00:00:00Z,id271,For,5,5,10
145,2023-04-28T00:00:00Z,id270,Against,4,4,5
146,2023-04-26T00:00:00Z,id270,Against,4,4,57
147,2023-04-27T00:00:00Z,id270,Against,3,3,28
148,2023-04-25T00:00:00Z,id270,For,1,1,2
149,2023-04-27T00:00:00Z,id270,For,1,1,0
150,2023-04-26T00:00:00Z,id270,For,2,2,2
151,2023-04-29T00:00:00Z,id270,Against,6,6,30
152,2023-04-28T00:00:00Z,id270,For,1,1,2
153,2023-04-29T00:00:00Z,id270,Abstain,2,2,7
154,2023-04-25T00:00:00Z,id270,Against,2,2,3
155,2023-04-30T00:00:00Z,id270,Against,4,4,7
156,2023-04-23T00:00:00Z,id269,Against,6,6,78
157,2023-04-23T00:00:00Z,id269,Abstain,3,3,57
158,2023-04-23T00:00:00Z,id269,For,9,9,28
159,2023-04-21T00:00:00Z,id269,For,4,4,21
160,2023-04-22T00:00:00Z,id269,For,3,3,4
161,2023-04-20T00:00:00Z,id269,For,4,4,40
162,2023-04-19T00:00:00Z,id269,For,5,5,8
163,2023-04-20T00:00:00Z,id268,Against,2,2,2
164,2023-04-19T00:00:00Z,id268,For,5,5,22
165,2023-04-21T00:00:00Z,id268,Against,3,3,3
166,2023-04-18T00:00:00Z,id268,Against,7,7,99
167,2023-04-21T00:00:00Z,id268,For,4,4,16
168,2023-04-22T00:00:00Z,id268,For,2,2,5
169,2023-04-22T00:00:00Z,id268,Against,1,1,1
170,2023-04-19T00:00:00Z,id268,Against,3,3,7
171,2023-04-17T00:00:00Z,id268,Against,1,1,3
172,2023-04-22T00:00:00Z,id268,Abstain,1,1,7
173,2023-04-17T00:00:00Z,id268,For,4,4,50
174,2023-04-18T00:00:00Z,id268,For,6,6,65
175,2023-04-19T00:00:00Z,id266,Against,4,4,7
176,2023-04-19T00:00:00Z,id266,For,4,4,5
177,2023-04-19T00:00:00Z,id266,Abstain,1,1,7
178,2023-04-20T00:00:00Z,id266,Against,2,2,4
179,2023-04-16T00:00:00Z,id266,For,1,1,2
180,2023-04-18T00:00:00Z,id266,Abstain,3,3,9
181,2023-04-18T00:00:00Z,id266,For,2,2,53
182,2023-04-15T00:00:00Z,id266,Against,2,2,36
183,2023-04-15T00:00:00Z,id266,For,2,2,4
184,2023-04-17T00:00:00Z,id266,Against,4,4,31
185,2023-04-18T00:00:00Z,id266,Against,6,6,45
186,2023-04-16T00:00:00Z,id266,Against,3,3,24
187,2023-04-16T00:00:00Z,id265,Against,6,6,23
188,2023-04-16T00:00:00Z,id265,For,3,3,26
189,2023-04-13T00:00:00Z,id265,For,3,3,41
190,2023-04-15T00:00:00Z,id265,Against,5,5,43
191,2023-04-13T00:00:00Z,id265,Against,4,4,5
192,2023-04-12T00:00:00Z,id265,Against,3,3,53
193,2023-04-16T00:00:00Z,id265,Abstain,1,1,7
194,2023-04-14T00:00:00Z,id265,Against,3,3,20
195,2023-04-14T00:00:00Z,id265,For,1,1,2
196,2023-04-07T00:00:00Z,id264,Against,2,2,2
197,2023-04-08T00:00:00Z,id264,Against,7,7,105
198,2023-04-09T00:00:00Z,id264,Against,1,1,3
199,2023-04-09T00:00:00Z,id263,For,8,8,31
200,2023-04-11T00:00:00Z,id263,Abstain,1,1,1
201,2023-04-08T00:00:00Z,id263,Against,6,6,47
202,2023-04-12T00:00:00Z,id263,Against,1,1,2
203,2023-04-10T00:00:00Z,id263,Abstain,1,1,0
204,2023-04-07T00:00:00Z,id263,Against,1,1,18
205,2023-04-12T00:00:00Z,id263,For,3,3,5
206,2023-04-11T00:00:00Z,id263,For,7,7,19
207,2023-04-09T00:00:00Z,id263,Against,2,2,2
208,2023-04-08T00:00:00Z,id263,For,8,8,78
209,2023-04-10T00:00:00Z,id263,Against,3,3,41
210,2023-04-10T00:00:00Z,id263,For,7,7,23
211,2023-04-07T00:00:00Z,id263,For,8,8,34
212,2023-04-04T00:00:00Z,id262,For,5,5,43
213,2023-04-09T00:00:00Z,id262,For,4,4,12
214,2023-04-08T00:00:00Z,id262,For,2,2,5
215,2023-04-09T00:00:00Z,id262,Abstain,2,2,8
216,2023-04-05T00:00:00Z,id262,For,6,6,10
217,2023-04-06T00:00:00Z,id262,For,2,2,26
218,2023-04-04T00:00:00Z,id262,Against,1,1,12
219,2023-04-07T00:00:00Z,id262,For,8,8,35
220,2023-04-05T00:00:00Z,id262,Against,4,4,87
221,2023-04-07T00:00:00Z,id262,Against,6,6,10
222,2023-04-09T00:00:00Z,id262,Against,3,3,6
223,2023-04-08T00:00:00Z,id262,Against,5,5,8
224,2023-04-06T00:00:00Z,id262,Against,2,2,4
225,2023-04-06T00:00:00Z,id261,For,1,1,1
226,2023-04-06T00:00:00Z,id261,Against,3,3,27
227,2023-04-07T00:00:00Z,id261,For,8,8,46
228,2023-04-05T00:00:00Z,id261,For,4,4,22
229,2023-04-04T00:00:00Z,id261,For,7,7,85
230,2023-04-05T00:00:00Z,id261,Abstain,1,1,0
231,2023-04-04T00:00:00Z,id261,Against,2,2,5
232,2023-04-05T00:00:00Z,id261,Against,3,3,4
233,2023-04-09T00:00:00Z,id261,Against,4,4,5
234,2023-04-07T00:00:00Z,id261,Against,8,8,21
235,2023-04-09T00:00:00Z,id261,Abstain,2,2,8
236,2023-04-08T00:00:00Z,id261,Against,6,6,77
237,2023-04-08T00:00:00Z,id261,For,3,3,4
238,2023-04-09T00:00:00Z,id261,For,3,3,3
239,2023-04-05T00:00:00Z,id260,For,2,2,4
240,2023-04-04T00:00:00Z,id260,For,7,7,20
241,2023-04-07T00:00:00Z,id260,Against,6,6,12
242,2023-04-06T00:00:00Z,id260,For,3,3,21
243,2023-04-04T00:00:00Z,id260,Against,9,9,129
244,2023-04-09T00:00:00Z,id260,Abstain,1,1,1
245,2023-04-05T00:00:00Z,id260,Against,2,2,39
246,2023-04-08T00:00:00Z,id260,Against,2,2,5
247,2023-04-09T00:00:00Z,id260,Against,2,2,3
248,2023-04-09T00:00:00Z,id260,For,1,1,3
249,2023-04-08T00:00:00Z,id260,For,3,3,6
250,2023-04-06T00:00:00Z,id260,Against,1,1,1
251,2023-04-07T00:00:00Z,id260,For,5,5,18
252,2023-04-07T00:00:00Z,id259,Against,1,1,1
253,2023-04-03T00:00:00Z,id259,For,13,13,135
254,2023-04-08T00:00:00Z,id259,For,3,3,8
255,2023-04-05T00:00:00Z,id259,For,6,6,61
256,2023-04-03T00:00:00Z,id259,Against,1,1,12
257,2023-04-06T00:00:00Z,id259,For,1,1,3
258,2023-04-05T00:00:00Z,id259,Against,1,1,16
259,2023-04-08T00:00:00Z,id259,Abstain,1,1,1
260,2023-04-04T00:00:00Z,id259,For,12,12,28
261,2023-04-07T00:00:00Z,id259,For,6,6,15
262,2023-03-29T00:00:00Z,id258,Against,8,8,67
263,2023-04-02T00:00:00Z,id258,Against,1,1,3
264,2023-03-30T00:00:00Z,id258,Against,3,3,25
265,2023-03-31T00:00:00Z,id258,For,1,1,2
266,2023-04-02T00:00:00Z,id258,Abstain,1,1,2
267,2023-04-01T00:00:00Z,id258,Against,4,4,9
268,2023-04-01T00:00:00Z,id258,Abstain,1,1,7
269,2023-03-31T00:00:00Z,id258,Against,7,7,75
270,2023-03-28T00:00:00Z,id258,Against,6,6,45
271,2023-03-29T00:00:00Z,id258,For,1,1,1
272,2023-03-31T00:00:00Z,id257,For,3,3,5
273,2023-03-29T00:00:00Z,id257,For,6,6,41
274,2023-03-27T00:00:00Z,id257,Against,1,1,12
275,2023-03-27T00:00:00Z,id257,For,15,15,130
276,2023-03-30T00:00:00Z,id257,For,11,11,25
277,2023-03-31T00:00:00Z,id257,Abstain,1,1,1
278,2023-03-28T00:00:00Z,id257,For,6,6,55
279,2023-03-30T00:00:00Z,id256,Abstain,3,3,12
280,2023-03-29T00:00:00Z,id256,Against,2,2,36
281,2023-03-28T00:00:00Z,id256,For,8,8,14
282,2023-03-27T00:00:00Z,id256,For,12,12,109
283,2023-03-28T00:00:00Z,id256,Against,1,1,1
284,2023-03-26T00:00:00Z,id256,For,3,3,5
285,2023-03-30T00:00:00Z,id256,Against,9,9,49
286,2023-03-27T00:00:00Z,id256,Against,2,2,3
287,2023-03-25T00:00:00Z,id256,Against,1,1,1
288,2023-03-26T00:00:00Z,id256,Against,6,6,63
289,2023-03-29T00:00:00Z,id256,For,5,5,7
290,2023-03-30T00:00:00Z,id256,For,16,16,28
291,2023-03-24T00:00:00Z,id255,For,4,4,5
292,2023-03-26T00:00:00Z,id255,For,2,2,10
293,2023-03-24T00:00:00Z,id255,Against,4,4,43
294,2023-03-23T00:00:00Z,id255,For,2,2,3
295,2023-03-25T00:00:00Z,id255,Against,5,5,5
296,2023-03-22T00:00:00Z,id255,Against,4,4,29
297,2023-03-26T00:00:00Z,id255,Abstain,2,2,3
298,2023-03-27T00:00:00Z,id255,Against,2,2,5
299,2023-03-26T00:00:00Z,id255,Against,6,6,26
300,2023-03-22T00:00:00Z,id255,For,2,2,2
301,2023-03-27T00:00:00Z,id255,For,1,1,16
302,2023-03-27T00:00:00Z,id255,Abstain,1,1,7
303,2023-03-25T00:00:00Z,id255,For,1,1,0
304,2023-03-25T00:00:00Z,id254,Abstain,1,1,1
305,2023-03-21T00:00:00Z,id254,For,1,1,38
306,2023-03-24T00:00:00Z,id254,For,14,14,57
307,2023-03-23T00:00:00Z,id254,For,8,8,62
308,2023-03-26T00:00:00Z,id254,For,7,7,22
309,2023-03-22T00:00:00Z,id254,For,10,10,36
310,2023-03-25T00:00:00Z,id253,For,2,2,25
311,2023-03-24T00:00:00Z,id253,Against,4,4,43
312,2023-03-22T00:00:00Z,id253,Against,5,5,30
313,2023-03-24T00:00:00Z,id253,For,8,8,48
314,2023-03-26T00:00:00Z,id253,For,6,6,20
315,2023-03-25T00:00:00Z,id253,Abstain,1,1,1
316,2023-03-25T00:00:00Z,id253,Against,1,1,16
317,2023-03-22T00:00:00Z,id253,For,6,6,9
318,2023-03-23T00:00:00Z,id253,For,4,4,52
319,2023-03-22T00:00:00Z,id252,For,1,1,1
320,2023-03-23T00:00:00Z,id252,Against,3,3,51
321,2023-03-22T00:00:00Z,id252,Against,8,8,36
322,2023-03-25T00:00:00Z,id251,For,1,1,9
323,2023-03-25T00:00:00Z,id251,Against,1,1,1
324,2023-03-22T00:00:00Z,id251,Against,2,2,27
325,2023-03-23T00:00:00Z,id251,For,3,3,25
326,2023-03-21T00:00:00Z,id251,For,5,5,45
327,2023-03-24T00:00:00Z,id251,Against,1,1,16
328,2023-03-24T00:00:00Z,id251,For,7,7,18
329,2023-03-26T00:00:00Z,id251,For,4,4,8
330,2023-03-22T00:00:00Z,id251,For,10,10,20
331,2023-03-23T00:00:00Z,id250,For,6,6,32
332,2023-03-20T00:00:00Z,id250,Abstain,1,1,1
333,2023-03-20T00:00:00Z,id250,Against,1,1,1
334,2023-03-19T00:00:00Z,id250,For,1,1,1
335,2023-03-20T00:00:00Z,id250,For,10,10,35
336,2023-03-24T00:00:00Z,id250,For,6,6,61
337,2023-03-22T00:00:00Z,id250,For,11,11,32
338,2023-03-21T00:00:00Z,id250,For,7,7,51
339,2023-03-24T00:00:00Z,id250,Abstain,1,1,7
340,2023-03-23T00:00:00Z,id250,Against,1,1,2
341,2023-03-15T00:00:00Z,id249,Abstain,1,1,3
342,2023-03-18T00:00:00Z,id249,Against,1,1,1
343,2023-03-15T00:00:00Z,id249,For,4,4,6
344,2023-03-18T00:00:00Z,id249,For,4,4,5
345,2023-03-16T00:00:00Z,id249,For,4,4,21
346,2023-03-13T00:00:00Z,id249,For,8,8,99
347,2023-03-14T00:00:00Z,id249,For,19,19,50
348,2023-03-17T00:00:00Z,id249,For,5,5,37
349,2023-03-18T00:00:00Z,id248,For,1,1,2
350,2023-03-14T00:00:00Z,id248,Against,15,15,26
351,2023-03-13T00:00:00Z,id248,Against,15,15,129
352,2023-03-17T00:00:00Z,id248,Against,3,3,31
353,2023-03-17T00:00:00Z,id248,For,2,2,3
354,2023-03-13T00:00:00Z,id248,For,1,1,5
355,2023-03-16T00:00:00Z,id248,Against,5,5,22
356,2023-03-15T00:00:00Z,id248,Against,5,5,5
357,2023-03-18T00:00:00Z,id248,Against,4,4,6
358,2023-03-14T00:00:00Z,id248,For,1,1,9
359,2023-03-15T00:00:00Z,id248,Abstain,1,1,3
360,2023-03-06T00:00:00Z,id246,Against,2,2,24
361,2023-03-07T00:00:00Z,id246,Against,1,1,1
362,2023-03-06T00:00:00Z,id246,For,1,1,2
363,2023-03-09T00:00:00Z,id245,For,11,11,41
364,2023-03-08T00:00:00Z,id245,For,9,9,14
365,2023-03-07T00:00:00Z,id245,For,9,9,66
366,2023-03-09T00:00:00Z,id245,Against,1,1,1
367,2023-03-06T00:00:00Z,id245,For,9,9,94
368,2023-03-11T00:00:00Z,id245,Against,1,1,1
369,2023-03-11T00:00:00Z,id245,For,2,2,21
370,2023-03-10T00:00:00Z,id245,For,2,2,7
371,2023-03-10T00:00:00Z,id245,Abstain,1,1,1
372,2023-03-10T00:00:00Z,id244,For,3,3,9
373,2023-03-09T00:00:00Z,id244,Abstain,1,1,4
374,2023-03-08T00:00:00Z,id244,Abstain,3,3,7
375,2023-03-10T00:00:00Z,id244,Against,1,1,1
376,2023-03-09T00:00:00Z,id244,For,10,10,41
377,2023-03-08T00:00:00Z,id244,For,8,8,11
378,2023-03-06T00:00:00Z,id244,For,8,8,54
379,2023-03-10T00:00:00Z,id244,Abstain,1,1,1
380,2023-03-07T00:00:00Z,id244,For,7,7,98
381,2023-03-09T00:00:00Z,id244,Against,1,1,3
382,2023-03-06T00:00:00Z,id244,Abstain,1,1,2
383,2023-03-06T00:00:00Z,id244,Against,2,2,3
384,2023-03-09T00:00:00Z,id242,Against,1,1,16
385,2023-03-09T00:00:00Z,id242,For,6,6,9
386,2023-03-10T00:00:00Z,id242,Against,1,1,6
387,2023-03-05T00:00:00Z,id242,For,2,2,3
388,2023-03-06T00:00:00Z,id242,For,16,16,113
389,2023-03-07T00:00:00Z,id242,For,4,4,48
390,2023-03-09T00:00:00Z,id242,Abstain,3,3,11
391,2023-03-08T00:00:00Z,id242,For,9,9,14
392,2023-03-06T00:00:00Z,id242,Against,2,2,24
393,2023-03-06T00:00:00Z,id241,For,17,17,16
394,2023-03-03T00:00:00Z,id241,Against,5,5,32
395,2023-03-01T00:00:00Z,id241,For,2,2,38
396,2023-03-05T00:00:00Z,id241,Against,1,1,3
397,2023-03-01T00:00:00Z,id241,Against,1,1,2
398,2023-03-03T00:00:00Z,id241,For,9,9,23
399,2023-03-02T00:00:00Z,id241,For,6,6,9
400,2023-03-06T00:00:00Z,id241,Against,4,4,19
401,2023-03-02T00:00:00Z,id241,Against,1,1,1
402,2023-03-04T00:00:00Z,id241,Against,3,3,71
403,2023-03-04T00:00:00Z,id241,For,5,5,21
404,2023-03-03T00:00:00Z,id240,For,3,3,4
405,2023-03-03T00:00:00Z,id240,Abstain,3,3,14
406,2023-03-02T00:00:00Z,id240,For,2,2,4
407,2023-03-04T00:00:00Z,id240,For,3,3,3
408,2023-03-04T00:00:00Z,id240,Against,1,1,2
409,2023-03-01T00:00:00Z,id240,For,3,3,22
410,2023-03-03T00:00:00Z,id240,Against,7,7,56
411,2023-03-04T00:00:00Z,id240,Abstain,2,2,48
412,2023-03-02T00:00:00Z,id240,Against,2,2,2
413,2023-03-01T00:00:00Z,id240,Against,5,5,30
414,2023-02-28T00:00:00Z,id240,For,2,2,4
415,2023-03-02T00:00:00Z,id240,Abstain,1,1,1
416,2023-02-21T00:00:00Z,id239,For,3,3,19
417,2023-02-20T00:00:00Z,id239,For,2,2,3
418,2023-02-22T00:00:00Z,id239,Against,5,5,72
419,2023-02-22T00:00:00Z,id239,For,1,1,1
420,2023-02-21T00:00:00Z,id239,Against,3,3,15
421,2023-02-20T00:00:00Z,id239,Against,2,2,2
422,2023-02-20T00:00:00Z,id238,For,5,5,34
423,2023-02-22T00:00:00Z,id238,For,15,15,42
424,2023-02-22T00:00:00Z,id238,Abstain,7,7,21
425,2023-02-22T00:00:00Z,id238,Against,5,5,45
426,2023-02-18T00:00:00Z,id238,For,2,2,3
427,2023-02-19T00:00:00Z,id238,Abstain,1,1,2
428,2023-02-19T00:00:00Z,id238,For,3,3,4
429,2023-02-20T00:00:00Z,id238,Against,3,3,49
430,2023-02-19T00:00:00Z,id238,Against,1,1,2
431,2023-02-21T00:00:00Z,id238,Against,2,2,7
432,2023-02-21T00:00:00Z,id238,For,3,3,14
433,2023-02-15T00:00:00Z,id237,For,13,13,25
434,2023-02-16T00:00:00Z,id237,For,3,3,19
435,2023-02-18T00:00:00Z,id237,For,4,4,20
436,2023-02-14T00:00:00Z,id237,For,16,16,114
437,2023-02-17T00:00:00Z,id237,For,3,3,17
438,2023-02-15T00:00:00Z,id236,For,10,10,22
439,2023-02-17T00:00:00Z,id236,For,3,3,17
440,2023-02-14T00:00:00Z,id236,For,17,17,116
441,2023-02-18T00:00:00Z,id236,For,4,4,20
442,2023-02-16T00:00:00Z,id236,For,3,3,19
443,2023-02-14T00:00:00Z,id233,Abstain,2,2,7
444,2023-02-16T00:00:00Z,id233,Abstain,1,1,12
445,2023-02-16T00:00:00Z,id233,For,3,3,46
446,2023-02-17T00:00:00Z,id233,For,1,1,3
447,2023-02-15T00:00:00Z,id233,For,8,8,22
448,2023-02-13T00:00:00Z,id233,For,6,6,38
449,2023-02-16T00:00:00Z,id233,Against,1,1,1
450,2023-02-17T00:00:00Z,id233,Abstain,2,2,4
451,2023-02-15T00:00:00Z,id233,Against,2,2,3
452,2023-02-15T00:00:00Z,id233,Abstain,2,2,3
453,2023-02-14T00:00:00Z,id233,Against,2,2,17
454,2023-02-14T00:00:00Z,id233,For,4,4,3
455,2023-02-13T00:00:00Z,id232,Against,5,5,38
456,2023-02-15T00:00:00Z,id232,Abstain,2,2,4
457,2023-02-16T00:00:00Z,id232,Against,1,1,1
458,2023-02-15T00:00:00Z,id232,Against,5,5,11
459,2023-02-16T00:00:00Z,id232,Abstain,1,1,12
460,2023-02-12T00:00:00Z,id232,Against,1,1,2
461,2023-02-14T00:00:00Z,id232,For,1,1,2
462,2023-02-14T00:00:00Z,id232,Abstain,1,1,28
463,2023-02-17T00:00:00Z,id232,Against,3,3,5
464,2023-02-14T00:00:00Z,id232,Against,7,7,71
465,2023-02-15T00:00:00Z,id232,For,2,2,4
466,2023-02-13T00:00:00Z,id231,For,4,4,3
467,2023-02-14T00:00:00Z,id231,For,13,13,108
468,2023-02-12T00:00:00Z,id231,For,4,4,34
469,2023-02-15T00:00:00Z,id231,For,12,12,33
470,2023-02-17T00:00:00Z,id231,For,3,3,6
471,2023-02-10T00:00:00Z,id229,For,1,1,2
472,2023-02-10T00:00:00Z,id229,Against,1,1,28
473,2023-02-13T00:00:00Z,id229,For,5,5,7
474,2023-02-11T00:00:00Z,id229,Against,3,3,5
475,2023-02-15T00:00:00Z,id229,Against,1,1,1
476,2023-02-14T00:00:00Z,id229,Against,1,1,1
477,2023-02-14T00:00:00Z,id229,Abstain,1,1,12
478,2023-02-12T00:00:00Z,id229,For,2,2,4
479,2023-02-15T00:00:00Z,id229,Abstain,3,3,51
480,2023-02-11T00:00:00Z,id229,For,6,6,50
481,2023-02-15T00:00:00Z,id229,For,8,8,19
482,2023-02-14T00:00:00Z,id229,For,7,7,44
483,2023-02-12T00:00:00Z,id229,Against,1,1,2
484,2023-02-12T00:00:00Z,id228,For,2,2,5
485,2023-02-15T00:00:00Z,id228,For,2,2,19
486,2023-02-11T00:00:00Z,id228,Against,3,3,47
487,2023-02-13T00:00:00Z,id228,For,3,3,14
488,2023-02-15T00:00:00Z,id228,Against,2,2,4
489,2023-02-13T00:00:00Z,id228,Against,1,1,1
490,2023-02-14T00:00:00Z,id228,Against,1,1,6
491,2023-02-11T00:00:00Z,id228,Abstain,1,1,1
492,2023-02-11T00:00:00Z,id228,For,1,1,1
493,2023-02-12T00:00:00Z,id228,Against,2,2,4
494,2023-02-10T00:00:00Z,id228,Against,4,4,21
495,2023-02-14T00:00:00Z,id228,For,6,6,80
496,2023-02-08T00:00:00Z,id227,For,13,13,88
497,2023-02-08T00:00:00Z,id227,Against,6,6,70
498,2023-02-12T00:00:00Z,id227,Abstain,1,1,1
499,2023-02-11T00:00:00Z,id227,For,2,2,4
500,2023-02-11T00:00:00Z,id227,Against,1,1,2
501,2023-02-09T00:00:00Z,id227,Against,3,3,4
502,2023-02-10T00:00:00Z,id227,Against,2,2,14
503,2023-02-10T00:00:00Z,id227,For,3,3,10
504,2023-02-12T00:00:00Z,id227,For,1,1,2
505,2023-02-09T00:00:00Z,id227,For,4,4,19
506,2023-02-12T00:00:00Z,id227,Against,1,1,3
507,2023-02-08T00:00:00Z,id227,Abstain,1,1,22
508,2023-02-12T00:00:00Z,id226,For,7,7,72
509,2023-02-12T00:00:00Z,id226,Against,4,4,37
510,2023-02-10T00:00:00Z,id226,For,7,7,53
511,2023-02-12T00:00:00Z,id226,Abstain,1,1,2
512,2023-02-09T00:00:00Z,id226,For,4,4,19
513,2023-02-08T00:00:00Z,id226,Against,2,2,2
514,2023-02-08T00:00:00Z,id226,For,9,9,14
515,2023-02-11T00:00:00Z,id226,For,4,4,18
516,2023-02-11T00:00:00Z,id225,Against,4,4,20
517,2023-02-07T00:00:00Z,id225,Against,7,7,56
518,2023-02-08T00:00:00Z,id225,For,1,1,2
519,2023-02-07T00:00:00Z,id225,For,2,2,3
520,2023-02-11T00:00:00Z,id225,For,3,3,4
521,2023-02-10T00:00:00Z,id225,Against,2,2,8
522,2023-02-10T00:00:00Z,id225,For,1,1,12
523,2023-02-09T00:00:00Z,id225,For,2,2,3
524,2023-02-08T00:00:00Z,id225,Against,6,6,32
525,2023-02-09T00:00:00Z,id225,Against,3,3,18
526,2023-02-11T00:00:00Z,id224,For,4,4,16
527,2023-02-09T00:00:00Z,id224,For,4,4,48
528,2023-02-08T00:00:00Z,id224,Against,6,6,9
529,2023-02-07T00:00:00Z,id224,Against,2,2,3
530,2023-02-09T00:00:00Z,id224,Against,3,3,5
531,2023-02-07T00:00:00Z,id224,For,3,3,4
532,2023-02-12T00:00:00Z,id224,Abstain,1,1,1
533,2023-02-08T00:00:00Z,id224,For,9,9,65
534,2023-02-10T00:00:00Z,id224,Abstain,1,1,2
535,2023-02-10T00:00:00Z,id224,For,2,2,18
536,2023-02-10T00:00:00Z,id223,For,5,5,20
537,2023-02-06T00:00:00Z,id223,For,4,4,7
538,2023-02-07T00:00:00Z,id223,Against,6,6,8
539,2023-02-11T00:00:00Z,id223,For,4,4,10
540,2023-02-09T00:00:00Z,id223,Abstain,1,1,16
541,2023-02-08T00:00:00Z,id223,Against,4,4,5
542,2023-02-09T00:00:00Z,id223,Against,3,3,4
543,2023-02-10T00:00:00Z,id223,Against,1,1,6
544,2023-02-06T00:00:00Z,id223,Against,5,5,66
545,2023-02-11T00:00:00Z,id223,Abstain,1,1,1
546,2023-02-09T00:00:00Z,id223,For,2,2,2
547,2023-02-08T00:00:00Z,id223,For,3,3,6
548,2023-02-11T00:00:00Z,id223,Against,1,1,13
549,2023-02-08T00:00:00Z,id222,Abstain,2,2,4
550,2023-02-07T00:00:00Z,id222,For,2,2,2
551,2023-02-06T00:00:00Z,id222,Against,8,8,114
552,2023-02-08T00:00:00Z,id222,Against,12,12,44
553,2023-02-07T00:00:00Z,id222,Against,9,9,35
554,2023-02-10T00:00:00Z,id222,For,1,1,6
555,2023-02-09T00:00:00Z,id222,Against,4,4,4
556,2023-02-06T00:00:00Z,id222,For,2,2,3
557,2023-02-09T00:00:00Z,id222,For,1,1,16
558,2023-02-07T00:00:00Z,id221,For,6,6,30
559,2023-02-09T00:00:00Z,id221,For,5,5,5
560,2023-02-08T00:00:00Z,id221,For,6,6,21
561,2023-02-08T00:00:00Z,id221,Against,6,6,13
562,2023-02-06T00:00:00Z,id221,Against,5,5,52
563,2023-02-09T00:00:00Z,id221,Against,1,1,2
564,2023-02-07T00:00:00Z,id221,Abstain,1,1,3
565,2023-02-06T00:00:00Z,id221,For,5,5,48
566,2023-02-05T00:00:00Z,id221,For,6,6,50
567,2023-02-07T00:00:00Z,id221,Against,4,4,19
568,2023-02-05T00:00:00Z,id219,Against,3,3,22
569,2023-02-06T00:00:00Z,id219,For,1,1,16
570,2023-02-02T00:00:00Z,id218,For,5,5,6
571,2023-01-30T00:00:00Z,id218,Against,12,12,102
572,2023-01-31T00:00:00Z,id218,For,15,15,83
573,2023-02-01T00:00:00Z,id218,Against,6,6,7
574,2023-02-03T00:00:00Z,id218,Against,2,2,3
575,2023-01-30T00:00:00Z,id218,For,5,5,24
576,2023-02-04T00:00:00Z,id218,For,3,3,6
577,2023-02-03T00:00:00Z,id218,For,4,4,17
578,2023-02-02T00:00:00Z,id218,Against,2,2,3
579,2023-01-31T00:00:00Z,id218,Abstain,1,1,2
580,2023-02-01T00:00:00Z,id218,For,10,10,22
581,2023-01-31T00:00:00Z,id218,Against,6,6,7
582,2023-01-29T00:00:00Z,id217,For,5,5,7
