TIMESTAMP,TRANSACTION_HASH,PROPOSER,PROPOSAL_ID,PROPOSAL_STATUES
2023-05-12T12:15:35Z,0x5cf1542771bb645f04b814e4dd82397116cf32b336cab89c2910a6496afdabaa,0x5606b493c51316a9e65c9b2a00bbf7ff92515a3e,294,Canceled_Proposal
2023-05-11T23:46:59Z,0x5f6a1dbf781f57bcded37d45beaae2eaa12836641ecc5fbbb4ff284b05448478,0xb9e43e4fa60c0a702a417d5e7e6df37151c1da28,293,Canceled_Proposal
2023-05-11T07:44:35Z,0xc17cafdcd6fcf3713afe42e57a185d2ab3114b0e91b20188b4734ca9ff5991a5,0xa86882277e69fbf0a51805cdc8b0a3a113079e63,292,Pending
2023-05-11T00:39:35Z,0x96054f91d93021e1f00e30047c7a6c7fe7031a014d5191623a7d1e0f2c9963a2,0x3b60e31cfc48a9074cd5bebb26c9eaa77650a43f,291,Pending
2023-05-10T06:25:23Z,0xdfc1eedde49fe8825d52e64398549027392034160d4f8b09ce854ffa7cde0e8e,0x91dccaa260cc4616e1a6e6b693db7207c5e42937,290,Pending
2023-05-09T16:22:59Z,0xa1ec2dcf2c592b889afb58c7617933d47c46dd77b928686fae03bc6b3dd4857a,0xae65e700f3f8904ac1007d47a5309dd26f8146c0,289,Active
2023-05-09T13:58:23Z,0xc48bc4c2c1a8494f7a69ccf17d600fb31da01c1e504c427afb901057dc1f5b7f,0x49a5aeec7d9ac70990404278e93031e4c3c71875,288,Active
2023-05-08T16:13:35Z,0x4455d9f2ee38ccf2ae648d1909c100efccfa23cc74faa4c19aa7e8d85afdcf2c,0x008c84421da5527f462886cec43d2717b686a7e4,287,Active
2023-05-08T03:19:11Z,0x3e78170fcd7c9a8ea2a602a67f703545d1d2513444442a41233041112490c2c8,0x43e3ab994070db606042e8deffd146300cb52919,286,Active
2023-05-06T22:34:47Z,0x2e239a0cb51b4b5af6f97e3e2e243999622ce538281365bf568687c364680d9e,0x67a690caf73ae9381d09be6f1ce584bbe49d788a,285,Active
2023-05-02T18:26:35Z,0x7748075565d346dbe4e831cde1de1554150deed433a517cfda7eecd180d13ace,0x9ae8912ea6562957043c8d048641aa9b450c397f,284,Executed_Proposal
2023-05-02T14:26:11Z,0x865e5ee6a731d69c397ac150e9765265e1f8ecb4f82ccab5b69e8bd6926a23c8,0x1db19b9903c5510aa5a866ea643eb021cd12bda0,283,Defeated_Proposal
2023-05-01T03:05:11Z,0x654688b5cab592c7bd00374737053102f13e84dccfd896598ca21ec33c07a7cd,0xb9e43e4fa60c0a702a417d5e7e6df37151c1da28,282,Executed_Proposal
2023-04-30T09:57:11Z,0xd62898199df3593ec822e7eaddacd7ec1a6871294fd0e4749ae7a33f3db8fac1,0xdf6e59c6df1e9500fd35a76ff4c62f9901e90019,281,Canceled_Proposal
2023-04-28T09:10:47Z,0xb1dfd649bc444a4583a2efa70b319606756340812efbb4df0b07644ae89186d7,0xaec4075e4fc8ce829bc4f0cfd5e2fa10dd2b12d1,280,Executed_Proposal
2023-04-28T01:35:35Z,0xdacc994e722ffb389194fe2c104f39487bf3f80039c9e67018c02124d7bd4fad,0x0b3cf56e7df3bb3fb7201ffcd96d279b05ddd2e3,279,Executed_Proposal
2023-04-27T13:58:59Z,0x13cb2bd9d57d3fbb7d2ab1b93961987ff0811130c41f7b96af07b0c00d485802,0xbc3ed6b537f2980e66f396fe14210a56ba3f72c4,278,Executed_Proposal
2023-04-26T22:32:23Z,0xce00d3497c38f5b065ee2d2b90e85db8da6b03b41c4807f8b3b4ceefad5b6052,0x93d94557824ac07a30b5b0f44f7cb3e00f9c4191,277,Executed_Proposal
2023-04-26T11:00:59Z,0x3568b5090c4e92e17823dea65e1e8e88dfa10a46ad3f6063f040999771fe2869,0x4756e5a5d0668195feb1ec0e7f96832ffc51c4a8,276,Defeated_Proposal
2023-04-26T01:47:35Z,0x950f22b82119a7cf8be90bc373a5bacbb0473f0664cabcce7365dfab3103c5a8,0x29c5dad7e34d0a27d6f65a0a7e07e4d03dcd68c8,275,Canceled_Proposal
2023-04-25T06:51:47Z,0xc6512b4edc1a4cc0511a049e0d38001bd3a159ba9e6e26dc5aad60bb5c2a137b,0x91dccaa260cc4616e1a6e6b693db7207c5e42937,274,Executed_Proposal
2023-04-25T02:30:11Z,0xb10423e151ffeab17095d0a7b88e940d26f0455217b013f062b1d1c18f1be779,0x9d3bede31f1c3b8532b98d8a9569e4b5b3fb6ba8,273,Canceled_Proposal
2023-04-24T22:18:11Z,0x22b8c6d6f362d0639e5295f23f81ebbc044200bdd20a51c35532712a9e95166a,0x13eef4ef8fca471f242ab0f8f49a3db6017ada33,272,Executed_Proposal
2023-04-24T16:27:47Z,0xfbdcf5cf3b63e4f026b65f1bdf7587c86330e32d7a71ff2493d69e983f126fb8,0x83fcfe8ba2fece9578f0bbafed4ebf5e915045b9,271,Executed_Proposal
2023-04-20T08:47:35Z,0xd5926be803c5264d24c2d6ba0187835cede66e5130dcaec75e2a52c654b62486,0xf2b7bfcdd6b596767e346269a8675472b45d098f,270,Defeated_Proposal
2023-04-13T19:59:23Z,0x870f7f60dcefcae00359588ce05ba410cbdc2225e7e08b0cf9d8992200b45b64,0x0658f4ed17289144717713adffc2539ef7c2ef8e,269,Defeated_Proposal
2023-04-11T22:33:35Z,0x0f9c7a7eddd89c2eef04801d0dcd0e352ff509dad58871a822b6d6a8ce304e9d,0x13eef4ef8fca471f242ab0f8f49a3db6017ada33,268,Executed_Proposal
2023-04-10T22:52:11Z,0x7e2dab5110a6813255c660cbcc135b1da413d7116b93fb6f97980cb798b161d4,0x93d94557824ac07a30b5b0f44f7cb3e00f9c4191,267,Canceled_Proposal
2023-04-10T00:31:59Z,0x9f8bf62b6d8978929a59fe1c46465e11518c50c7120b8b89273e8006dc0c2824,0x144975eec9674fd0af3d6f3fba8d660879ce3881,266,Defeated_Proposal
2023-04-07T06:06:35Z,0x94d5dddcff2f7a186b4cf7cfb0a3c182a5bca10fdb914797f5d581ad9c41c8b9,0x43e3ab994070db606042e8deffd146300cb52919,265,Canceled_Proposal
2023-04-02T18:28:23Z,0xd6e025f27afdf7e08758c2e7530c32ca879bc51b20ca2f2e8bee4253baf35a55,0xe7304ba0f157f2ade94015934284b6704bc72911,264,Canceled_Proposal
2023-04-01T23:30:35Z,0xfcd1731023130fc0de4cf67b23ecbabef55d00f5d39f3a51a33c136212ac0e7c,0xdead753f9b1eb8f2f7372e8587e7c6e342daac89,263,Executed_Proposal
2023-03-30T18:48:35Z,0x156cdd8005e3247577f2f60cfe6252d357ce3d489066e6c11e6ebeaa48af07ec,0xaa4fbd73051b151397bb369c7e2a6052a894d924,262,Executed_Proposal
2023-03-30T16:49:11Z,0xb34b5e54dfec0e985b3b17872a7705d34117f810bcd2b0e45ee478553295450a,0x4754b7e3dede42d71d6c92978f25f306176ec7e9,261,Executed_Proposal
2023-03-30T07:15:23Z,0x2a64fc8d32418c2f7b08c2477880ad25351825e6f7eb56e92fa19ff636dd2f55,0x387a161c6b25aa854100abaed39274e51aaffffd,260,Defeated_Proposal
2023-03-29T01:28:47Z,0xb8ffe653a301182034175f3a49cb876584297bfb00a7489d8eb18a01d96356c1,0x281ec184e704ce57570614c33b3477ec7ff07243,259,Executed_Proposal
2023-03-23T00:49:11Z,0x499832acc0f87848eb246e1bf5a3c9659042bb51b52f702a8d47ebc7514a0534,0xa903c06bf35286f6d1cdad25396748353979a44c,258,Defeated_Proposal
2023-03-22T03:33:11Z,0x23f196056668cce345e97e8c3c30385450a34dea1a3899003b9fa860c6d05fac,0x0c66d954d9cb1ebdf4e37a000262323c83655e70,257,Executed_Proposal
2023-03-20T16:43:47Z,0x1d2dfa4d94cc4985258478ce6a6bfc2d67678458d2fb64ad9eaf88c9ce3cd665,0x0055cd5f017027d10adf4f13332181e6d8d886bb,256,Executed_Proposal
2023-03-17T09:59:35Z,0x3759efe3826a35ab1e4a8e7b234be982f468d8ed2f1ea08da15dfa25d195c5f6,0xdcb4117e3a00632efcac3c169e0b23959f555e5e,255,Defeated_Proposal
2023-03-16T19:11:47Z,0xa715769589fbceadfbba88ddcc7e21bad88083e31f0d3b85efcb3b0d8d701f4f,0x008c84421da5527f462886cec43d2717b686a7e4,254,Executed_Proposal
2023-03-16T17:28:35Z,0x893fca962c221d0d1cd283026f6ec996deb6bc4b9a0e0013d04f10258284c094,0x93d94557824ac07a30b5b0f44f7cb3e00f9c4191,253,Executed_Proposal
2023-03-16T13:52:23Z,0xd3ca8562245bd1eb182134a696c73030db6e4e5d0d39355323b1d67cf9fd73c7,0x53469f448c3ea07671da492ede02f90790978c9d,252,Canceled_Proposal
