,WEEKLY,PROPOSAL_ID,SUPPORT,NUMBER_OF_VOTE_TRANSACTIONS,NUMBER_OF_ADRESSES,NUMBER_OF_VOTES
91,2023-01-30T00:00:00Z,id30,Against,37,37,200272.9113
92,2023-01-30T00:00:00Z,id30,For,802,802,38702539.82
93,2023-01-23T00:00:00Z,id30,Against,4,4,2500072.124
94,2023-02-06T00:00:00Z,id31,For,1159,1160,40456036.83
95,2023-01-30T00:00:00Z,id31,For,151,151,15423990.92
96,2023-02-06T00:00:00Z,id31,Against,222,222,13403615.11
97,2023-01-30T00:00:00Z,id31,Against,138,138,15063140.12
98,2023-02-06T00:00:00Z,id31,Abstain,12,12,450008.1861
99,2023-01-30T00:00:00Z,id31,Abstain,3,3,1.044532
100,2023-02-06T00:00:00Z,id32,For,2132,2132,11243355.35
101,2023-02-13T00:00:00Z,id32,Against,2,2,6.104277
102,2023-02-13T00:00:00Z,id32,Abstain,1,1,10.0
103,2023-02-06T00:00:00Z,id32,Against,20,20,4.701095
104,2023-02-13T00:00:00Z,id32,For,663,663,30325629.99
105,2023-02-06T00:00:00Z,id32,Abstain,1,1,1.0
106,2023-03-06T00:00:00Z,id33,Abstain,6,6,11.678902
107,2023-03-06T00:00:00Z,id33,For,160,160,3503236.953
108,2023-03-13T00:00:00Z,id33,For,206,207,44841649.08
109,2023-03-06T00:00:00Z,id33,Against,5,5,0.05
110,2023-03-13T00:00:00Z,id33,Abstain,1,1,2.503609
111,2023-03-13T00:00:00Z,id33,Against,6,6,2500223.183
112,2023-04-03T00:00:00Z,id34,For,70,70,1254.501708
113,2023-04-03T00:00:00Z,id34,Abstain,1,1,0.0
114,2023-04-10T00:00:00Z,id34,For,124,124,42446718.62
115,2023-04-10T00:00:00Z,id36,Against,2,2,1.184874
116,2023-04-03T00:00:00Z,id36,For,6,6,5.034644
117,2023-04-10T00:00:00Z,id36,For,165,165,42963434.93
118,2023-04-10T00:00:00Z,id37,For,50,50,330.517678
119,2023-04-10T00:00:00Z,id37,Against,3,3,6155.002475
120,2023-04-17T00:00:00Z,id37,For,26,26,49878360.05
121,2023-05-01T00:00:00Z,id38,For,16,16,32534487.71
122,2023-04-24T00:00:00Z,id38,For,40,40,16405652.77
123,2023-04-24T00:00:00Z,id38,Abstain,1,1,6151.896451
124,2023-05-15T00:00:00Z,id39,For,8,8,31.256615
125,2023-05-08T00:00:00Z,id39,For,19,19,12240805.33
126,2023-05-08T00:00:00Z,id39,Against,2,2,1.0
